CRASH_UNIT_ID,CRASH_RECORD_ID,CRASH_DATE,UNIT_NO,UNIT_TYPE,NUM_PASSENGERS,VEHICLE_ID,CMRC_VEH_I,MAKE,MODEL,LIC_PLATE_STATE,VEHICLE_YEAR,VEHICLE_DEFECT,VEHICLE_TYPE,VEHICLE_USE,TRAVEL_DIRECTION,MANEUVER,TOWED_I,FIRE_I,OCCUPANT_CNT,EXCEED_SPEED_LIMIT_I,TOWED_BY,TOWED_TO,AREA_00_I,AREA_01_I,AREA_02_I,AREA_03_I,AREA_04_I,AREA_05_I,AREA_06_I,AREA_07_I,AREA_08_I,AREA_09_I,AREA_10_I,AREA_11_I,AREA_12_I,AREA_99_I,FIRST_CONTACT_POINT,CMV_ID,USDOT_NO,CCMC_NO,ILCC_NO,COMMERCIAL_SRC,GVWR,CARRIER_NAME,CARRIER_STATE,CARRIER_CITY,HAZMAT_PLACARDS_I,HAZMAT_NAME,UN_NO,HAZMAT_PRESENT_I,HAZMAT_REPORT_I,HAZMAT_REPORT_NO,MCS_REPORT_I,MCS_REPORT_NO,HAZMAT_VIO_CAUSE_CRASH_I,MCS_VIO_CAUSE_CRASH_I,IDOT_PERMIT_NO,WIDE_LOAD_I,TRAILER1_WIDTH,TRAILER2_WIDTH,TRAILER1_LENGTH,TRAILER2_LENGTH,TOTAL_VEHICLE_LENGTH,AXLE_CNT,VEHICLE_CONFIG,CARGO_BODY_TYPE,LOAD_TYPE,HAZMAT_OUT_OF_SERVICE_I,MCS_OUT_OF_SERVICE_I,HAZMAT_CLASS
589347,3e0b67494210882f603d8b70003150a613dcf8736d7e8a6c4975e8ec49078eb3c96f783567284ad46526b54e5362f1620e82f6195653fbc8903197a38ba2f616,02/20/2019 07:55:00 AM,1,DRIVER,,561815,,FORD,Focus,IL,2015,UNKNOWN,PASSENGER,PERSONAL,W,LEAVING TRAFFIC LANE TO PARK,,,1,,,,,,,Y,,,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
589348,3e0b67494210882f603d8b70003150a613dcf8736d7e8a6c4975e8ec49078eb3c96f783567284ad46526b54e5362f1620e82f6195653fbc8903197a38ba2f616,02/20/2019 07:55:00 AM,2,PARKED,,561822,,FORD,Focus,IL,2010,UNKNOWN,PASSENGER,PERSONAL,W,PARKED,,,0,,,,,,,,,,,Y,,,,,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588342,1497132d4fdfda0eda65898086531effa5fc02466339c0bede139d4e8df3cb99ed0176d8dee0e2bdc5679880eb149ed4b700c3c41ec474b79c1e6e8a76116d82,02/19/2019 05:30:00 AM,1,DRIVER,,560876,,CHEVROLET,TAHOE,IL,2007,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,Y,,,,,,,,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588343,1497132d4fdfda0eda65898086531effa5fc02466339c0bede139d4e8df3cb99ed0176d8dee0e2bdc5679880eb149ed4b700c3c41ec474b79c1e6e8a76116d82,02/19/2019 05:30:00 AM,2,DRIVER,,560885,,CADILLAC,UNKNOWN,IL,2017,NONE,PASSENGER,NOT IN USE,N,TURNING RIGHT,,,1,,,,,,,,,Y,,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587766,851fd12cf3507fb5ca09e32f095b87efb7f05a1eafacb2d97f703f034dfbb5c71b6a35560483521eefa4b70076d8f272b9820c0a586554f7cda4c3f6b862c28d,02/18/2019 06:30:00 PM,1,DRIVER,,560335,,UNKNOWN,UNKNOWN,,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,UNKNOWN/NA,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587767,851fd12cf3507fb5ca09e32f095b87efb7f05a1eafacb2d97f703f034dfbb5c71b6a35560483521eefa4b70076d8f272b9820c0a586554f7cda4c3f6b862c28d,02/18/2019 06:30:00 PM,2,PARKED,,560336,,GENERAL MOTORS CORP.,TERRAIN,WI,2014,UNKNOWN,PASSENGER,NOT IN USE,N,PARKED,,,0,,,,,,,,Y,Y,Y,Y,Y,,,,,,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585898,fe66dd0d25e55faf2ff55191406b67059a8d3dc88a719f58a80175afe3350c47b3e1f0e14f5eb189e73b71ecfcce2695607ecd88e274fd52f1b493ab5b93b700,02/16/2019 03:30:00 PM,1,DRIVER,1,558554,,CHEVROLET,UNKNOWN,IL,2013,UNKNOWN,PASSENGER,UNKNOWN/NA,S,ENTER FROM DRIVE/ALLEY,,,2,,,,,,,,,,,,Y,,,,,,FRONT-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585899,fe66dd0d25e55faf2ff55191406b67059a8d3dc88a719f58a80175afe3350c47b3e1f0e14f5eb189e73b71ecfcce2695607ecd88e274fd52f1b493ab5b93b700,02/16/2019 03:30:00 PM,2,DRIVER,1,558563,,DODGE,CHARGER,IL,2007,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,,,2,,,,,,Y,,,,,,,,,,,,FRONT-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584909,afa4af40083adec89c9a60441515716b68676041493493a9a45039d9a2b70032a5bbd3b2d7267870deb70abfc0b2970455788f7fcf1e4b87ce2d48b5d54b1480,02/15/2019 08:10:00 AM,1,DRIVER,,557619,,VOLKSWAGEN,JETTA,IL,2005,NONE,PASSENGER,PERSONAL,N,STARTING IN TRAFFIC,Y,,1,,,,,Y,,,,,,,,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584910,afa4af40083adec89c9a60441515716b68676041493493a9a45039d9a2b70032a5bbd3b2d7267870deb70abfc0b2970455788f7fcf1e4b87ce2d48b5d54b1480,02/15/2019 08:10:00 AM,2,DRIVER,1,557640,,CHEVROLET,UNKNOWN,IL,2019,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,W,STRAIGHT AHEAD,Y,,2,,,,,,,,,,Y,Y,,,,,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584856,e8318be4fc607a8d30dbb3e67d6ab6692c8e82d7a082ca4c52fb4240e59b21c2319e957a6abce0c77abec7e3a6e96991b7004a7a8fd8fe16878b72bd3f82f6a7,02/15/2019 06:40:00 AM,1,DRIVER,,557576,,HYUNDAI,Santa Fe,IL,2017,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,S,TURNING RIGHT,,,1,,,,,,,,,,,,Y,,,,,,FRONT-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584857,e8318be4fc607a8d30dbb3e67d6ab6692c8e82d7a082ca4c52fb4240e59b21c2319e957a6abce0c77abec7e3a6e96991b7004a7a8fd8fe16878b72bd3f82f6a7,02/15/2019 06:40:00 AM,2,DRIVER,,557577,,HONDA,CIVIC,IL,2017,NONE,PASSENGER,PERSONAL,S,TURNING RIGHT,,,1,,,,,,,Y,Y,,,,,,,,,,REAR-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584294,9e6cb7a013d621b700d85b825183a781456085774c98dc6761b2e32924727cf6c8ef2ea11d7ae3abfd709f6d90b8995e82ac4ec1f74685fa7ebaec5eb7aef329,02/14/2019 10:20:00 AM,1,DRIVER,,557077,,CHEVROLET,MALIBU (CHEVELLE),IL,2010,NONE,PASSENGER,PERSONAL,SE,OTHER,,,1,,,,,,,,,,,,Y,,,,,,FRONT-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584295,9e6cb7a013d621b700d85b825183a781456085774c98dc6761b2e32924727cf6c8ef2ea11d7ae3abfd709f6d90b8995e82ac4ec1f74685fa7ebaec5eb7aef329,02/14/2019 10:20:00 AM,2,PARKED,2,557084,,CHEVROLET,IMPALA,IL,2011,NONE,PASSENGER,PERSONAL,UNKNOWN,PARKED,,,2,,,,,,,,Y,,,,,,,,,,REAR-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584323,85983eb39b09491a2d126883334067ff8c23b7002c0a526b59e2d98260ce34072f85c75f957f615c27e432622873dab3690c19f43763152f7bf1dcd39d8c420d,02/14/2019 08:55:00 AM,1,DRIVER,,557105,,UNKNOWN,UNKNOWN,IL,,UNKNOWN,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,,,1,,,,,Y,,,,,,,,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584324,85983eb39b09491a2d126883334067ff8c23b7002c0a526b59e2d98260ce34072f85c75f957f615c27e432622873dab3690c19f43763152f7bf1dcd39d8c420d,02/14/2019 08:55:00 AM,2,DRIVER,,557110,,CHEVROLET,UNKNOWN,IL,2014,NONE,PASSENGER,PERSONAL,E,STRAIGHT AHEAD,,,1,,,,,,,,,Y,,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583508,d04fd7c64360607c2358d5026aa4ccd4634ff4cd5979efc10aaf41dbae1456bb02fe8e81a66b5d14b83fdfddcb09c01eb700f6ffb94674d4f16ab79ae0c9c8ee,02/13/2019 12:25:00 PM,1,DRIVER,,556335,,FORD,UNKNOWN,XX,,UNKNOWN,PASSENGER,UNKNOWN/NA,S,STARTING IN TRAFFIC,,,1,,,,,Y,,,,,,,,,,,,,FRONT-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583509,d04fd7c64360607c2358d5026aa4ccd4634ff4cd5979efc10aaf41dbae1456bb02fe8e81a66b5d14b83fdfddcb09c01eb700f6ffb94674d4f16ab79ae0c9c8ee,02/13/2019 12:25:00 PM,2,DRIVER,1,556338,,CHEVROLET,MALIBU (CHEVELLE),IL,2017,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,,,2,,,,,,Y,Y,Y,,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582623,2bd0c49b85faabe085ee70c4b700fbc0576c8f3bc135f2745eddbe9877f6a9eae922018b054affd94dd4ef5c9cdb028acb81365393fd3357dc1c8f8cd1260a91,02/12/2019 07:50:00 AM,1,DRIVER,,555511,,COOPER,COOPER,IL,2016,NONE,PASSENGER,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,Y,,,,,,,,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582624,2bd0c49b85faabe085ee70c4b700fbc0576c8f3bc135f2745eddbe9877f6a9eae922018b054affd94dd4ef5c9cdb028acb81365393fd3357dc1c8f8cd1260a91,02/12/2019 07:50:00 AM,2,DRIVER,2,555504,,"TOYOTA MOTOR COMPANY, LTD.",COROLLA,IL,2014,NONE,PASSENGER,UNKNOWN/NA,W,SLOW/STOP IN TRAFFIC,,,3,,,,,,,,,Y,,,,,,,,,REAR-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579857,c2ec4ab817e92a5788a2b7005d02544f020d5fcc6c7a0725e7e3119ce74764431644da8c4af8f133fce18b40ed4ae305d8fe826d3bb54cffdb76500e189b80be,02/07/2019 07:05:00 AM,1,DRIVER,,552862,,HONDA,RIDGELINE,IL,2007,UNKNOWN,PICKUP,UNKNOWN/NA,S,SLOW/STOP IN TRAFFIC,,,1,,,,,,,,,,,,,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579858,c2ec4ab817e92a5788a2b7005d02544f020d5fcc6c7a0725e7e3119ce74764431644da8c4af8f133fce18b40ed4ae305d8fe826d3bb54cffdb76500e189b80be,02/07/2019 07:05:00 AM,2,DRIVER,,552865,,"TOYOTA MOTOR COMPANY, LTD.",CAMRY,IL,2017,UNKNOWN,PASSENGER,PERSONAL,S,SLOW/STOP IN TRAFFIC,,,1,,,,,,,,,Y,Y,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579068,79cdfbf22b8374915cd5e2a5f66f0201dd890956618084e1698bb98447b1c8834b03a6d988cb5dfffa59dcf2633ff08cb35807ff09fbb700a16fcf0124da0642,02/06/2019 06:57:00 PM,1,DRIVER,,552110,,LINCOLN-CONTINENTAL,MKS,IL,2009,NONE,PASSENGER,PERSONAL,S,PASSING/OVERTAKING,,,1,,,,,,Y,,,,,,,,,,,,FRONT-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579069,79cdfbf22b8374915cd5e2a5f66f0201dd890956618084e1698bb98447b1c8834b03a6d988cb5dfffa59dcf2633ff08cb35807ff09fbb700a16fcf0124da0642,02/06/2019 06:57:00 PM,2,DRIVER,1,552115,,NISSAN,NISSAN ALTIMA,IL,2015,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,,,2,,,,N,,,,,,,Y,Y,,,,,,FRONT-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578755,0f333accbd7b9c4c61776f31d918e391d9e5f25b700cae2f7fddbb96212bd7c80a100aefe5c8feae0533525ef81eac35dbf113e671514a48f968e7010fb3befe,02/06/2019 12:30:00 PM,1,DRIVER,,551799,,FORD,FORD,IL,2005,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,N,UNKNOWN/NA,,,1,,,,,,,Y,Y,,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578756,0f333accbd7b9c4c61776f31d918e391d9e5f25b700cae2f7fddbb96212bd7c80a100aefe5c8feae0533525ef81eac35dbf113e671514a48f968e7010fb3befe,02/06/2019 12:30:00 PM,2,DRIVER,1,551808,,"TOYOTA MOTOR COMPANY, LTD.",YARIS,IL,2007,NONE,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,,,2,,,,,,,,,,Y,,,,,,,,REAR-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578376,3095b6203c13d7657977d10893be1e33fa04236b493085ed156b26e6d6b4df4ca8baebb6f8eebbc4c5b43c1fb7006f3b64ae41232b8bb3fae86f03f521cb4c0b,02/05/2019 06:38:00 PM,1,PEDESTRIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578377,3095b6203c13d7657977d10893be1e33fa04236b493085ed156b26e6d6b4df4ca8baebb6f8eebbc4c5b43c1fb7006f3b64ae41232b8bb3fae86f03f521cb4c0b,02/05/2019 06:38:00 PM,2,DRIVER,,551457,,"TOYOTA MOTOR COMPANY, LTD.",Highlander(beginning vehicle year 2001),IL,,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,,,Y,,,,,,,,,Y,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578014,72a462c1f9d1d4cac55b46eff0262b41d57423088da88b0d673d110686a8520a94ac61fdaaf3e40222b82519ab70091639a0210ab90a5db5a4ca0d2e6b3609fc,02/05/2019 09:55:00 AM,1,DRIVER,1,551114,,LINCOLN-CONTINENTAL,NAVIGATOR,IL,2005,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,W,STRAIGHT AHEAD,,,2,,,,,,,Y,,,,,,,,,,,FRONT-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578015,72a462c1f9d1d4cac55b46eff0262b41d57423088da88b0d673d110686a8520a94ac61fdaaf3e40222b82519ab70091639a0210ab90a5db5a4ca0d2e6b3609fc,02/05/2019 09:55:00 AM,2,DRIVER,,551125,,FORD,EXPLORER,IL,2018,NONE,SPORT UTILITY VEHICLE (SUV),FIRE,W,STRAIGHT AHEAD,,,1,,,,,,,,,,,Y,,,,,,,FRONT-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574925,aa0128934932107c8f01ba358d947e9b4063cb9af0b9602f96f9309dfaec723f4bd3364e5f9a5689256f3bd4b700ac66c8584b1d64248e2183dd67c4855f8e8a,01/31/2019 03:42:00 PM,1,DRIVER,,548187,,DODGE,GRAND CARAVAN,IL,1999,NONE,VAN/MINI-VAN,PERSONAL,W,STRAIGHT AHEAD,,,1,,,,,Y,,,,,,,,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574926,aa0128934932107c8f01ba358d947e9b4063cb9af0b9602f96f9309dfaec723f4bd3364e5f9a5689256f3bd4b700ac66c8584b1d64248e2183dd67c4855f8e8a,01/31/2019 03:42:00 PM,2,DRIVER,,548196,,NISSAN,ROGUE,IL,2018,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,W,SLOW/STOP IN TRAFFIC,,,1,,,,,,,,,Y,,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574562,fc5b0653a7bb70056609e4d70bb4cf25551712334fdfa8c40ca0d05b451325d34cb7665aa0b56b0197aff14ea0d191a1f9b41d4cafe69905cb8b4dca8de5e574,01/31/2019 07:52:00 AM,1,DRIVER,,547859,,"TOYOTA MOTOR COMPANY, LTD.",COROLLA,IL,2008,UNKNOWN,PASSENGER,PERSONAL,W,SLOW/STOP IN TRAFFIC,,,1,,,,,Y,Y,,,,,,Y,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574563,fc5b0653a7bb70056609e4d70bb4cf25551712334fdfa8c40ca0d05b451325d34cb7665aa0b56b0197aff14ea0d191a1f9b41d4cafe69905cb8b4dca8de5e574,01/31/2019 07:52:00 AM,2,DRIVER,1,547867,,MERCURY,Mountaineer (sport utility),IL,2005,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,W,STRAIGHT AHEAD,Y,,2,N,PRIVATE,PRIVATE,,,,,Y,Y,Y,,,,,,,,REAR-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574485,6dfaa2dff6ea272a2557c7c169b47527ab16c381f58cd50c42ecf463a1452b700f3e0bcd7725ff5d14b081421cc10ffebec3c0c37ff29456e272d16a58c78623,01/31/2019 06:00:00 AM,1,DRIVER,,547791,,UNKNOWN,UNKNOWN,XX,,OTHER,AUTOCYCLE,UNKNOWN/NA,UNKNOWN,UNKNOWN/NA,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574486,6dfaa2dff6ea272a2557c7c169b47527ab16c381f58cd50c42ecf463a1452b700f3e0bcd7725ff5d14b081421cc10ffebec3c0c37ff29456e272d16a58c78623,01/31/2019 06:00:00 AM,2,PARKED,,547794,,"TOYOTA MOTOR COMPANY, LTD.",RAV4 (sport utility),IL,2002,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,PARKED,,,0,,,,,,,,Y,Y,Y,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574796,ac5481d43561e4f5ab71857a17c37c87798f51025204102a76d9cd6bdf258d9e5d457ca8e7be2351249bb7001c13c37964ba6a992d25447e1549fbc8d8d6a71b,01/30/2019 08:40:00 AM,1,DRIVER,,548080,,UNKNOWN,UNKNOWN,IL,,UNKNOWN,UNKNOWN/NA,UNKNOWN/NA,UNKNOWN,UNKNOWN/NA,,,1,,,,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574797,ac5481d43561e4f5ab71857a17c37c87798f51025204102a76d9cd6bdf258d9e5d457ca8e7be2351249bb7001c13c37964ba6a992d25447e1549fbc8d8d6a71b,01/30/2019 08:40:00 AM,2,PARKED,,548081,,"TOYOTA MOTOR COMPANY, LTD.",COROLLA,IL,2019,NONE,PASSENGER,NOT IN USE,E,PARKED,Y,,0,,unk,unk,,,,,,,Y,Y,,,,,,,REAR-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602357,31d17b700159834a032d0ca9ce9f078cea4857e71149c692faa40b2e2486d49d1357938d2d76d3df2e08ccc9770293fd568dc1a1beb2e82f9f034c894ce06aa4,01/29/2019 08:54:00 PM,1,DRIVER,1,574086,,NISSAN,ROGUE,IL,2017,UNKNOWN,PASSENGER,PERSONAL,E,PASSING/OVERTAKING,,,2,,,,,,,,,,Y,Y,,,,,,,SIDE-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602358,31d17b700159834a032d0ca9ce9f078cea4857e71149c692faa40b2e2486d49d1357938d2d76d3df2e08ccc9770293fd568dc1a1beb2e82f9f034c894ce06aa4,01/29/2019 08:54:00 PM,2,DRIVER,2,574087,,NEW FLYER,NEW FLYER,IL,2006,NONE,BUS OVER 15 PASS.,CTA,E,STRAIGHT AHEAD,,,3,,,,,Y,,,,,,,,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569925,f5826a9b182e1a195a1500023bee6b45f2517b6bf424df4fbd6da74d09b5ad2f722bfcbe335bdb6c4bbc852c5b700b616a734872899b37f109e081deb9787a6e,01/24/2019 11:01:00 AM,1,DRIVER,,543516,,HYUNDAI,UNKNOWN,IL,2018,UNKNOWN,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,,,,,Y,,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569926,f5826a9b182e1a195a1500023bee6b45f2517b6bf424df4fbd6da74d09b5ad2f722bfcbe335bdb6c4bbc852c5b700b616a734872899b37f109e081deb9787a6e,01/24/2019 11:01:00 AM,2,DRIVER,,543523,,FORD,ESCAPE (SUV),IL,2011,NONE,PICKUP,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,N,,,,Y,,,,,,,,,REAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569260,e791702283a6ab7008efa29974a101441968332028e6b6d8ae91ec321a06d1ebaea54e6925ca58490c52bfa34f943ed837c440be4d197a6405a22cb42adc6a4c,01/23/2019 03:08:00 PM,1,DRIVER,,542908,,CHEVROLET,CAVALIER,IL,2006,UNKNOWN,PASSENGER,PERSONAL,N,STRAIGHT AHEAD,,,1,,,,,,N,Y,Y,,,,,,,,,,SIDE-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569261,e791702283a6ab7008efa29974a101441968332028e6b6d8ae91ec321a06d1ebaea54e6925ca58490c52bfa34f943ed837c440be4d197a6405a22cb42adc6a4c,01/23/2019 03:08:00 PM,2,PARKED,,542911,,NISSAN,UNKNOWN,IL,2016,UNKNOWN,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,PARKED,,,0,,,,,,,,,,,,Y,,,,,,FRONT-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568509,eb4fb841e6686ed14920ab700e853121aea1d56405f5bca906d529e610d36119cf41c34a9bf782cfd5eb44e9ede43fc4364b7272b8c1e5e376314f59741ca903,01/22/2019 12:22:00 PM,1,DRIVER,,542157,,UNKNOWN,UNKNOWN,,,UNKNOWN,OTHER,UNKNOWN/NA,UNKNOWN,UNKNOWN/NA,Y,,1,,CITY OF CHICAGO,CITY IMPOUND,,,,,,,,,,,,,,Y,UNKNOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570776,f3825a408e9569d0cc17efdf84a457b1b44fca53dbd80e9901ce6428dcdb7b409dcc836bd4906b717cb9d96b7001169018b73bc9fc71edfa38f113198bae5a70,01/20/2019 03:57:00 PM,1,DRIVER,,544319,,DODGE,CALIBER,IL,2011,NONE,PASSENGER,PERSONAL,E,ENTERING TRAFFIC LANE FROM PARKING,,,1,,,,,Y,Y,,,,,,Y,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570777,f3825a408e9569d0cc17efdf84a457b1b44fca53dbd80e9901ce6428dcdb7b409dcc836bd4906b717cb9d96b7001169018b73bc9fc71edfa38f113198bae5a70,01/20/2019 03:57:00 PM,2,DRIVER,,544320,,NISSAN,Quest,IL,2017,NONE,VAN/MINI-VAN,PERSONAL,E,STRAIGHT AHEAD,,,1,,,,,,Y,,,,,,,,,,,,FRONT-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570778,f3825a408e9569d0cc17efdf84a457b1b44fca53dbd80e9901ce6428dcdb7b409dcc836bd4906b717cb9d96b7001169018b73bc9fc71edfa38f113198bae5a70,01/20/2019 03:57:00 PM,3,PARKED,,544321,,JEEP,Liberty,IL,2006,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,E,PARKED,,,0,,,,,,,,,,Y,,,,,,,,REAR-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567354,bc4ce3618bc52b7004a07845b8447528982ed05b9b16b404b0b0d447efd28490a2ad2dea940eb07a3946d0e65612a5e4e98370906fce123b7fc845823885cb35,01/20/2019 02:59:00 PM,1,DRIVER,,541079,,HONDA,CRV,IL,2011,NONE,SPORT UTILITY VEHICLE (SUV),PERSONAL,N,AVOIDING VEHICLES/OBJECTS,,,1,,,,Y,,,,,,,,,,,,,,FRONT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567355,bc4ce3618bc52b7004a07845b8447528982ed05b9b16b404b0b0d447efd28490a2ad2dea940eb07a3946d0e65612a5e4e98370906fce123b7fc845823885cb35,01/20/2019 02:59:00 PM,2,PEDESTRIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565697,53e2d9b597f420a63d6d2ac98c3d9e7261cb0ee07d308c596b0a6bee85dd3dd4006cfeaecc1b69f7efe0384e3790a5aca23e4abb8bf9ed5fb700100480f49b4d,01/17/2019 06:25:00 PM,1,DRIVER,,539617,,CHEVROLET,HHR,IL,2008,UNKNOWN,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,,,,,,,,Y,,,,,,FRONT-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565698,53e2d9b597f420a63d6d2ac98c3d9e7261cb0ee07d308c596b0a6bee85dd3dd4006cfeaecc1b69f7efe0384e3790a5aca23e4abb8bf9ed5fb700100480f49b4d,01/17/2019 06:25:00 PM,2,DRIVER,,539628,,CHEVROLET,IMPALA,IL,2015,NONE,PASSENGER,PERSONAL,S,STRAIGHT AHEAD,,,1,,,,,,Y,,,,,,,,,Y,,,FRONT-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565352,58fd9b476648188a69f7a3ddc6698217a5e3c3b85e65ef325dcb7009d47981a7cdd25e8ee0b1cae0a0779e511c07cf81ea3b92c1da0ba6302a69e88c36287efe,01/17/2019 09:19:00 AM,1,DRIVER,1,539271,,"TOYOTA MOTOR COMPANY, LTD.",UNKNOWN,IL,2005,NONE,OTHER,PERSONAL,N,STRAIGHT AHEAD,,,2,,,,,,Y,,,,,,,,,,,,FRONT-RIGHT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565353,58fd9b476648188a69f7a3ddc6698217a5e3c3b85e65ef325dcb7009d47981a7cdd25e8ee0b1cae0a0779e511c07cf81ea3b92c1da0ba6302a69e88c36287efe,01/17/2019 09:19:00 AM,2,DRIVER,1,539279,,KIA MOTORS CORP,Optima,FL,2018,NONE,PASSENGER,PERSONAL,N,TURNING RIGHT,,,2,,,,,,,,,,Y,,,,,,,,REAR-LEFT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
